Lien d'une DB de musiques (khinsider),,,,,,,,,Votants,,,,,,,,,,,,,,,,,,,,,,,
"Hésitez pas à rajouter des musiques, et à noter celles déjà dans le gsheet",,,,,,,,,"(1 si vous êtes cap de la reconnaître en blindtest, 0 sinon)",,,,,,,,,,,,,,,,,,,,,,,
"Mettez en priorité les liens de la page web, les liens de l'audio deviennent rapidemment obsolètes mais on peut les récupérer grâce à la page web",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Licence, nb: 315","Jeu, nb: 541","OST, nb: 1294",Noms Valides pr trouver séparé les noms par /,"Lien page web, nb: 192",,Lien audio,Nb de vote,Vote moyenne connais (1)/connais pas (0),UserA,UserB,UserC,UserD,UserE,UserF,UserG,UserH,UserI,UserJ,UserK,UserL,UserM,UserN,UserO,UserP,UserQ,UserR,UserS,UserT,UserU,UserV,UserW,UserX
Fantasy Life,Fantasy Life,Castel,,,,https://audio.jukehost.co.uk/KMdg997yw0QKwPvRHBccWcYuA87oTEBk,13,7,1,1,0,1,,0,0,0,,0,0,0,,1,0,,,,,,,,0,
Fear and hunger,Fear and hunger,Fear and hunger,,,,https://audio.jukehost.co.uk/E5Jf2fAApdQT1TnqBMQ0OzFNmJcQaTSh,11,7,1,0,,0,,,1,0,,,1,0,,0,0,,,0,,,,,0,
Final Fantasy,Final Fantasy IV,Battle 2,,,,,6,7,0,0,,,,,0,,,1,1,,,,,,0,,,,,,,
Furi,Furi,Wisdom of Rage,,,,https://audio.jukehost.co.uk/py4I0YvEuKQvFjqNTgkPC3nqeV3Ke5xq,9,7,0,0,,,,,1,0,,,0,,,,,,1,,,1,,,0,0
Genshin impact,Genshin impact,La vaguelette,,,,https://audio.jukehost.co.uk/TeuFcWH5b97JfXPMfDSXASC3qNLi6ru9,10,7,0,1,0,,,0,0,0,,1,1,0,,0,,,,,,,,,,
Gris,Gris,Chiasm,,https://downloads.khinsider.com/game-soundtracks/album/gris-original-soundtrack/06.%2520Chiasm.mp3,,https://audio.jukehost.co.uk/BWpDlUTWATAQmJjhtRdQ802pKbc1PtuB,6,7,0,0,1,,,,1,,,,0,,,,,,0,,,,,,,
Guilty Gear,Strive,Smell of the Game,,https://downloads.khinsider.com/game-soundtracks/album/guilty-gear-strive-may-2024-xbox-one-gamerip-2021/01.%2520Smell%2520of%2520the%2520Game.mp3,,https://audio.jukehost.co.uk/eJ6DL1R18BrtIdyvYqK0MoIlbnti6H0g,6,7,0,0,,,,,1,,,0,0,,,,1,,,,,,,,,
Guilty Gear,Strive,The Roar of the Spark,,https://downloads.khinsider.com/game-soundtracks/album/guilty-gear-strive-may-2024-xbox-one-gamerip-2021/03.%2520The%2520Roar%2520of%2520the%2520Spark.mp3,,https://audio.jukehost.co.uk/BTIa33AGMmbWY2AqfOQqnm7FWU1LYbvc,7,7,0,0,,,,,1,,,,0,,,,1,,,0,,,,,0,
Hades,Hades 2,Doomed city,,,,https://audio.jukehost.co.uk/IfzO3P0UXf2oSvB7C1jVsulKe4aGL8Mg,9,7,0,1,,,,0,1,1,,0,0,0,,0,,,,,,,,,,
Helltaker,Helltaker,Vitality,,,,https://audio.jukehost.co.uk/bmWQwMcfXFTmBF4JjF43IPWjhFsD4JLj,6,7,0,0,,,,,1,,,,0,,,0,,,1,,,,,,,
Hotline Miami,Hotline Miami,Crystals,,https://downloads.khinsider.com/game-soundtracks/album/hotline-miami-music-collection-gamerip-2012/1-09.%2520Crystals.mp3,,,10,7,0,0,,,,1,1,0,,0,0,0,,,,,,,,1,,,0,
Hunt Showdown,Hunt Showdown,Rise up dead man,,,,https://audio.jukehost.co.uk/otUGRBSwUGT8BpBwcTuxpg2Zf6TNdHFv,7,7,1,0,,,,,1,0,,,,,,,,,0,0,,,,,0,
Kingdom Hearts,KH,Go for It,,,,https://audio.jukehost.co.uk/ShucIcM6Zmi39chV7fxV9AwMy5fRQPKK,6,7,0,0,,,,,1,0,,,1,,,,,,0,,,,,,,
Kingdom Hearts,KH,Traverse Town,,,,https://audio.jukehost.co.uk/3FbOnfRs94DVdJ64npeagGh7AOKSJWJi,6,7,0,0,,,,,1,0,,,1,0,,,,,,,,,,,,
Kingdom Hearts,KH II,The Afternoon Streets,,,,https://audio.jukehost.co.uk/BuKzuw8YLGpQQrHFmG4nVIz6Aku5XzLz,6,7,0,0,,,,,1,0,,,1,0,,,,,,,,,,,,
Kirby,Kirby et le Monde Oublié,Running through the New World,,,,,9,7,0,0,,,,1,1,0,,0,0,1,0,,,,,,,,,,,
LEGO,LEGO Battles,Main theme,,,,,3,7,,0,,,,,0,,,,,,,1,,,,,,,,,,
LEGO,LEGO Battles Ninjago,Main theme 01,,,,,3,7,,0,,,,,0,,,,,,,1,,,,,,,,,,
Mario et Luigi,Les frères du temps,Title,,,,,11,7,0,0,1,,,0,0,0,,1,0,1,,,,,,,,,,,0,0
Mario Kart,Mario Kart 8 Deluxe,Shy Guy Falls,,,,https://audio.jukehost.co.uk/5zxPWMcwklDx5JP5NrDRA54QctVpUpSq,7,7,1,0,,,,0,0,0,,,0,1,,,,,,,,,,,,
Metaphor,Metaphor : ReFantazio,Prelude to a Heroic Tale,,,,https://audio.jukehost.co.uk/FkRy1wCokMG1YglllTtbewjgOWpziy6u,10,7,1,0,0,0,,0,1,0,1,,0,,,,,,,,,,,,0,
Middle Earth,Shadow of war,Main menu,,,,https://audio.jukehost.co.uk/TYpuxYKIplvvG1TuqMGm1wypj3G4mABy,10,7,0,0,0,,,0,1,1,,1,0,,,0,,,,,,,,,0,
Monster Hunter,Monster Hunter 4 Ultimate,Proof of a Hero,,,,https://audio.jukehost.co.uk/8FPWW0H6YvxElQqmgMLgdjrbNhWutVgD,11,7,1,0,0,0,,0,1,0,1,0,0,,,,,,,,,,,,0,
Monster Hunter,Monster Hunter Rise Sunbreak,Vasltraxx theme,,,,https://audio.jukehost.co.uk/AFpcVsDcBK9q6fD1JVycDX5oDtRH3p8H,11,7,1,0,0,0,,0,1,0,1,0,0,,,,,,,,,0,,,,
Monster Hunter,Monster Hunter Tri,Main Theme,,,,https://audio.jukehost.co.uk/f4w3qBt8MHAUAG9lWLKkABKqclYI0qcv,10,7,1,0,0,0,,0,1,0,1,0,0,,,,,,,,,,,,,
Monster Hunter,Monster Hunter World,Bazelgeuse,,,,,3,7,1,0,,,,,0,,,,,,,,,,,,,,,,,
NieR,NieR: Re[in]carantion,Inori,Prayers,,,https://www.youtube.com/watch?v=wuA_ReL_YlU,3,7,,,0,,,,0,,,,,,,1,,,,,,,,,,
NieR,NieR: Re[in]carantion,Kizuna,Bonds,,,https://www.youtube.com/watch?v=S4LyHdlN9_o,3,7,,,0,,,,0,,,,,,,1,,,,,,,,,,
Okami,Okami,Rising Sun,,,,,6,7,0,0,,,,,1,,,,0,,,,1,,,0,,,,,,
Ori,Ori and the blind forest,Main theme,,,,https://audio.jukehost.co.uk/mteNTqRWU9upbVyYQFw91jalPEsYCmqS,6,7,0,0,,,,,1,0,,,1,,,,,,0,,,,,,,
Palworld,Palworld,The Beginning,,,,https://vgmtreasurechest.com/soundtracks/palworld-2024/pylunpmrds/01.%20The%20Beginning.mp3,3,7,1,0,,,,,0,,,,,,,,,,,,,,,,,
Papers Please,Papers Please,Main Theme,Glory to Arstotzka,,,,9,7,0,0,,,,1,0,1,,0,0,,,1,,,,,,,,,0,
Persona,Persona 3 Reload,tartarus_0d01,,,,https://nu.vgmtreasurechest.com/soundtracks/persona-3-reload-ps4-ps5-windows-xbox-one-xbox-series-xs-gamerip-2024/konycrck/44.%20tartarus_0d01.mp3,3,7,,0,,,,,0,,,,,,,1,,,,,,,,,,
Persona,Persona 3 Reload,The Meaning of Armbands,,https://downloads.khinsider.com/game-soundtracks/album/persona-3-reload-original-soundtrack-2024/1-20.%2520The%2520Meaning%2520of%2520Armbands.mp3,,,3,7,,0,,,,,0,,,,,,,1,,,,,,,,,,
Persona,Persona 5 Royal,Take Over,,https://downloads.khinsider.com/game-soundtracks/album/persona-5-royal-the-complete-soundtrack/4-03.%2520Take%2520Over.mp3,,https://lambda.vgmtreasurechest.com/soundtracks/persona-5-royal-the-complete-soundtrack/jslaxiys/4-03.%20Take%20Over.mp3,6,7,0,0,,,,,1,,,,,,,1,,,0,0,,,,,,
Persona,Persona 5 Tactica,Revolution in your Heart,,,,,3,7,,0,,,,,0,,,,,,,1,,,,,,,,,,
Pizza tower,Pizza tower,Pizza time,,,,https://audio.jukehost.co.uk/1NUvY9wCztH541AfqILpxLA365FmxtEU,7,7,0,0,,,,,1,1,,,0,,,,,,0,,,,,,0,
Plants vs Zombies,Plants vs Zombies,Choose Your Seeds,,,,https://audio.jukehost.co.uk/r8zrvh6xTLhXYa61mYEbvTNahzmrFOqt,6,7,1,1,,,,,0,0,,,0,,,,,,0,,,,,,,
Pokemon,Gen 2 Remaster,Goldenrod City/Doublonville,,,,https://audio.jukehost.co.uk/iUsOjrJ9IPrv8VK7fpAHuutctZBMeiLp,7,7,1,0,,1,,0,0,0,,,0,,,,,,,,,,,,,
Pokemon,Gen 3,Abandoned Ship,,,,https://audio.jukehost.co.uk/Y2p0kMyOIeRADX4o1X8bq2AOFoYcsMnT,6,7,1,0,,,,0,0,1,,,0,,,,,,,,,,,,,
Pokemon,Gen 7,Route 1,,,,https://audio.jukehost.co.uk/PyWgaT3ITqd5lWq7PnktSeNafzpQZlku,6,7,1,0,,,,1,0,0,,,0,,,,,,,,,,,,,
Pokemon,Gen 8,Marnie,,,,https://audio.jukehost.co.uk/txLXQK9MCsZdrcOy9Zu7WEcYnU8LUj8z,7,7,0,0,,,,0,1,0,,0,1,,,,,,,,,,,,,
Portal,Portal 2,Reconstructing More Science,,,,https://audio.jukehost.co.uk/a37kA1BSebVHcxKhOyqQndc2XoxdaJxA,10,7,0,0,1,,,0,1,1,,0,0,,,0,,,,,,,,,0,
Rayman,Origins,Chasing a dream,,,,https://audio.jukehost.co.uk/djOiGXOwh9tbV9KSDdO06x3H9rqpiRKI,6,7,0,1,,,,,1,,,,,,,0,,,0,,,,0,,,
Resident Evil,RE6,The mercenaries theme,,,,https://audio.jukehost.co.uk/Xp0CGnyYf4zC0n6PtOnfhq11MkntQCy1,7,7,0,0,,,,0,1,0,,,0,,,,,,,,,,,,1,
Silent Hill,Silent Hill 2,Promise (reprise),,https://downloads.khinsider.com/game-soundtracks/album/silent-hill-2-original-video-game-soundtrack-vinyl/06.%2520Promise%2520%2528Reprise%2529.mp3,,https://nu.vgmtreasurechest.com/soundtracks/silent-hill-2-original-video-game-soundtrack-vinyl/cykgahjy/06.%20Promise%20%28Reprise%29.mp3,7,7,0,0,,,,,1,0,,,,,,,,,0,,,,0,,1,
Sonic,Colors,Planet wisp (act 1),,,,https://audio.jukehost.co.uk/G1oi1FexgsGztxCvRJFKu6sQ3ONxbye0,6,7,0,0,,,,1,0,,,,0,,,,1,,,,,,,,,
Sonic,Colors,Tropical Resort Act 1,,,,,7,7,0,0,,,,1,1,0,,0,0,,,,,,,,,,,,,
Sonic,Generations,Crisis City : Act 1,,,,https://audio.jukehost.co.uk/Xv5V7w2sT2fqiqoLacoYLEBozqZXwMJG,6,7,1,0,,,,1,0,,,,0,,,0,,,,,,,,,,
Sonic,Generations,vs Metal sonic ,,,,https://audio.jukehost.co.uk/6Dm9sB1jlHLzeAJtaGtJX0KyaGHErz7N,6,7,0,0,,,,1,0,,,,0,,,,1,,,,,,,,,
Sonic,Generations,White World - Green Hill,,,,,7,7,0,0,,,,1,1,0,,0,0,,,,,,,,,,,,,
Sonic,Heroes,What i'm made of,,,,https://audio.jukehost.co.uk/je19Of4kQeKw5X2fPXCRLblu9xSEDDxR,6,7,0,0,,,,0,1,,,,0,,,,1,,,,,,,,,
Sonic,Mania,Prime Time,,,,,7,7,0,0,,,,1,0,0,,0,1,,,,,,,,,,,,,
Sonic,Sonic The Hedgehog (Sonic 2006),Solaris Phase 2 ,,,,https://audio.jukehost.co.uk/zWfVFkzPtY6sKI0NVdYZLoPDVzwT8ofp,6,7,0,0,,,,1,0,,,,0,,,,1,,,,,,,,,
Stellar Blade,Stellar Blade,Democrawler,,,,https://audio.jukehost.co.uk/7PX07cVCk2Rp4OiLAK2a6ic15zMgWPIi,6,7,0,0,,,,,0,,,1,0,,,1,,,,,,,,,,
Stellar Blade,Stellar Blade,Silent Street (Type A),,,,https://audio.jukehost.co.uk/ESOfBomP0pyLnhkAG48jobnlaWlryAd2,7,7,0,0,,,,,0,0,,1,0,,,1,,,,,,,,,,
Stellar Blade,Stellar Blade,The Song of the Sirens,,,,https://audio.jukehost.co.uk/hAjsHJOEir4XqDfpAZD5Q9knTMerJQLj,6,7,0,0,,,,,0,,,1,0,,,1,,,,,,,,,,
Subnautica,Subnautica,Abandon Ship,,,,https://audio.jukehost.co.uk/57MorTbbVgbmHC15d6p2RuLYIvjblT44,10,7,0,0,0,,,1,1,0,,0,0,,1,,,,,,,,,,0,
Symphony of War,Symphony of War,Main Theme,,,,https://audio.jukehost.co.uk/QcUZK2vnGWL9k2PhqEEUVhpPLIIJQRRK,7,7,0,0,,,,,0,0,,1,,,,,,,0,,,,,,1,
Terraria,Terraria Calamity Mod,Roar of the Jungle Dragon,,,,https://audio.jukehost.co.uk/2F5LT2bQ69FX8czAiCKsLchUzjMctNwU,3,7,0,0,,,,,1,,,,,,,,,,,,,,,,,
The Last of Us,The Last of US,Main theme,,,,https://audio.jukehost.co.uk/utTUyMikTYQkDTNkkf426rpnyTuep3J3,9,7,0,1,,,,,1,0,,1,0,,,,,,0,,,,0,,0,
The Messenger,The Messenger,Civilization in the sky,Cloud Ruins (Future),https://downloads.khinsider.com/game-soundtracks/album/the-messenger-disc-ii-the-future-2018/12%2520Civilization%2520in%2520the%2520Sky%2520%2528Cloud%2520Ruins%2529.mp3,,https://audio.jukehost.co.uk/mpDceaFlnoZ8WyrAR1IUasFEmLi2QQdZ,6,7,0,0,,,,,1,,,1,0,,,,,,0,,,,,,,
The Messenger,The Messenger,Forgotten,Forlorn Temple (Past),https://downloads.khinsider.com/game-soundtracks/album/the-messenger-disc-i-the-past-2018/05%2520Forgotten%2520%2528Forlorn%2520Temple%2529.mp3,,https://audio.jukehost.co.uk/d8aTcOCG6f3R7MnDkV4BZUUldeIAKb62,6,7,0,0,,,,,1,,,1,0,,,,,,0,,,,,,,
The Messenger,The Messenger,Phantom's Legacy,Final Boss (Future),https://downloads.khinsider.com/game-soundtracks/album/the-messenger-disc-ii-the-future-2018/29%2520Phantom%2527s%2520Legacy%2520%2528Final%2520Boss%2529.mp3,,https://audio.jukehost.co.uk/YM5LTU3LHGBEqILvZmBVyG1byKWT0ss4,6,7,0,0,,,,,1,,,1,0,,,,,,0,,,,,,,
The Messenger,The Messenger,The Arcane Golem,,https://downloads.khinsider.com/game-soundtracks/album/the-messenger-disc-i-the-past-2018/16%2520The%2520Arcane%2520Golem.mp3,,https://audio.jukehost.co.uk/HypI4WrzODBJwNF24m9QkVOxQsLWbGi7,6,7,0,0,,,,,1,,,1,0,,,,,,0,,,,,,,
The Messenger,The Messenger,The frozen dark,Glacial Peak (Future),https://downloads.khinsider.com/game-soundtracks/album/the-messenger-disc-ii-the-future-2018/09%2520The%2520Frozen%2520Dark%2520%2528Glacial%2520Peak%2529.mp3,,https://audio.jukehost.co.uk/lsRDwLIzXKQq52BT7s0B20HWmo2U2gqs,6,7,0,0,,,,,1,,,1,0,,,,,,0,,,,,,,
The Witcher,The Witcher 3,Silver for monsters,,,,https://audio.jukehost.co.uk/GvbO5cBZKyFo42CWqAEcvmjERxs2GQ53,6,7,0,0,,,,,1,,,,1,,,0,,,0,,,,,,,
Titanfall,Titanfall 2,BT-7274,,,,https://audio.jukehost.co.uk/ZiYRxWbkR5rTmlgAH9CqQRHX5fdLzHGE,3,7,0,0,,,,,1,,,,,,,,,,,,,,,,,
Undertale,Undertale Yellow,A mother's love,,,,,3,7,0,0,,,,,1,,,,,,,,,,,,,,,,,
VA-11 HALL-1,VA-11 HALL-1,Every Day is Night,,,,https://audio.jukehost.co.uk/RXNslWkbKrzvyw4tBJ7u4VFAB2JHoox0,3,7,0,0,,,,,1,,,,,,,,,,,,,,,,,
VVVVVV,VVVVVV,Positive Force,,,,,9,7,0,1,1,,,0,1,0,,0,0,,,,,,,,,,,,0,
Warioware,Smooth Moves,Main Menu,,,,,3,7,1,0,,,,,0,,,,,,,,,,,,,,,,,
Xenoblade Chronicles,Xenoblade Chronicles,Colony 9 (day),,,,,3,7,0,0,,,,,1,,,,,,,,,,,,,,,,,
Xenoblade Chronicles,Xenoblade Chronicles,You will know our names,,,,https://audio.jukehost.co.uk/73FLsrvJStf4gAxOL2iS20fhLC50yJFm,9,7,0,0,0,,,0,1,0,1,0,1,,,,,,,,,,,,,
YuGiOh,YGO Master Duel,Main Theme,,,,,7,7,0,0,,,,,1,0,,1,0,,,,,,,0,,,,,,
Zelda,Breath of the wild,Attack on Vah'Naboris,,,,https://audio.jukehost.co.uk/C4cxIUWPl1uINF0qqb85xe8qClNsbNEf,7,7,0,0,1,,,,1,,,,0,,,,,,0,0,,,,,,
Zelda,Breath of the wild,Attack on Vah'Ruta,,,,https://audio.jukehost.co.uk/NrQIENaiELeEJlaWGIMGnLrNZ6N68N1d,6,7,0,0,1,,,,1,,,,0,,,,,,0,,,,,,,
Zelda,Echoes of wisdom,Ganon battle,,,,https://audio.jukehost.co.uk/wrypfoMqQdb1YAiKp3Y3mCykG6LZ4JCe,7,7,0,0,,,,,1,1,,,0,,0,,,,,,,,,,0,
Zelda,Hyrule Warriors,Molgera,,,,https://audio.jukehost.co.uk/acryNPc1ocLu2oMAhq50ij9C7G1cuqef,6,7,0,0,,,,0,1,,,,0,,1,,,,,,,,,,,
Zelda,Link's Awakening 2019,Ballad of the wind fish,,,,https://audio.jukehost.co.uk/zwDQXXimu7w7wDxUwonf8IKLMBT3txIp,9,7,0,0,1,,,0,1,0,1,0,0,,,,,,,,,,,,,
Zelda,Spirit Tracks,Cragma Battle,,,,https://audio.jukehost.co.uk/64ip66XSNnYi3IyOMvPkvrbxozqEznqQ,6,7,0,0,1,,,,1,,,,0,,0,,,,,,,,,,,
Zelda,Spirit Tracks,Fight against Byrne,Traucmahr,,,https://jetta.vgmtreasurechest.com/soundtracks/the-legend-of-zelda-spirit-tracks/tatsjrfa/148.%20Fight%20Against%20Byrne.mp3,6,7,0,0,1,,,,1,,,,0,,,,,,0,,,,,,,
Zelda,Spirit Tracks,Final boss battle,,,,https://audio.jukehost.co.uk/ujyx2ZaPCG9BwQLtbAfsTZyV2vOZhDvL,6,7,0,0,1,,,,1,,,,0,,0,,,,,,,,,,,
Zelda,Spirit Tracks,Tower of spirits,,https://downloads.khinsider.com/game-soundtracks/album/the-legend-of-zelda-spirit-tracks/047.%2520Tower%2520of%2520Spirits.mp3,,https://jetta.vgmtreasurechest.com/soundtracks/the-legend-of-zelda-spirit-tracks/pwmvsbet/047.%20Tower%20of%20Spirits.mp3,6,7,0,0,1,,,,1,,,,0,,,,,,0,,,,,,,
Zenless Zone Zero,Zenless Zone Zero,Burning Desire,,,,https://audio.jukehost.co.uk/wJusP7MZGDUJKS8s6OpFCu29pXX7hx8y,3,7,0,1,,,,,0,,,,,,,,,,,,,,,,,
Zenless Zone Zero,Zenless Zone Zero,Golden Sign,,,,https://audio.jukehost.co.uk/2Yfn7psjp8uWyfT9hfxwWSqgsUrQjqri,3,7,0,1,,,,,0,,,,,,,,,,,,,,,,,
A dance of fire and ice,A dance of fire and ice,It's over but not for me,,,,https://audio.jukehost.co.uk/XJ7Vhxs6P8S3k43FqioL0tzImi7d67vi,8,8,0,0,,,,,1,,,,1,,,0,0,0,0,,,,,,,
Ace Attorney,Investigations Collection,Chase down the truth,,,,https://audio.jukehost.co.uk/B5HM2eYj1n0gCBrS4toVqVpJWgPcgRpD,8,8,1,0,,,,,0,,,0,0,,,,1,,0,,,,,,0,
Afterburner,Afterburner,Title Screen,,,,,6,8,1,0,,,,0,0,0,,0,,,,,,,,,,,,,,
Age of Empire,Age of Empire 2,Main Theme,,,,https://audio.jukehost.co.uk/8maF1awhxwX6t5JDILy6IIJotLq0t0wJ,15,8,0,0,0,0,1,0,1,0,1,0,0,0,,0,0,,0,,,,,,,
Age of Empire,Age of Empire 4,Main Theme,,,,,16,8,0,0,0,0,1,0,1,0,1,0,0,0,,0,0,,1,,,,,,0,
Animal Crossing,Animal Crossing : City Folks,12 A.M.,AC/ACCF,,,https://audio.jukehost.co.uk/cdVmbZiJGPkzGxMT7Lbdg6wSxjetndet,11,8,1,0,0,,,0,0,0,,0,0,0,,1,0,,,,,,,,,
Animal Crossing,Animal Crossing : City Folks,8 P.M.,AC/ACCF,,,https://audio.jukehost.co.uk/2JHCSRV4EDwuwnoOrSB3TmlzsteXazfq,11,8,1,0,0,,,0,0,0,,0,0,0,,0,1,,,,,,,,,
Animal Crossing,Animal Crossing : City Folks,City Day Raining,AC/ACCF,,,https://audio.jukehost.co.uk/BinqBPt69en6THO336FrJcMMz5NCwBYP,11,8,1,0,0,,,0,0,0,,0,0,0,,0,1,,,,,,,,,
Animal Crossing,Animal Crossing : Happy Home Designer,Interior Designing,AC/ACHHD,,,https://audio.jukehost.co.uk/puQ6jl39GkjTcwHv5BPy5zXBrKEywcGI,11,8,1,0,0,,,0,1,0,,0,0,0,,0,0,,,,,,,,,
Animal Crossing,Animal Crossing : Happy Home Designer,Nook's Homes,AC/ACHHD,,,https://audio.jukehost.co.uk/yNuz5yvgYWm5QOuQvFj0CVUrUikikXy5,11,8,1,0,0,,,0,0,0,,0,0,1,,0,0,,,,,,,,,
Animal Crossing,Animal Crossing : Happy Home Designer,Title Screen,AC/ACHHD,,,https://audio.jukehost.co.uk/lDdxg2q8JJ3Afeuhj7aF266Zx9OgoX04,12,8,1,0,0,,,0,1,0,,0,0,1,,0,0,,,,,,,,0,
Animal Crossing,Animal Crossing : New Leaf,Title Screen,AC/ACNL,,,,11,8,1,0,0,,,0,0,0,,0,0,1,,0,0,,,,,,,,,
Animal Well,Animal Well,Animal Well,,,,https://audio.jukehost.co.uk/PatrI4GrYrZHazzj29wGGbpDe5DDH5UK,12,8,1,0,0,0,,1,1,0,,0,0,0,,0,0,,,,,,,,,
Assassin's Creed,Assassin's Creed 3,Main theme,,,,https://audio.jukehost.co.uk/MhQvxSly3AVbBBZCJ9pPYs0BRTkXnnvD,9,8,0,0,,,,0,1,0,,,0,0,,0,1,,,,,,,,,
Assassin's Creed,Origins,Ezio's Family (origins version),,,,https://audio.jukehost.co.uk/jb7l2VX0u9ZgsgL5olLUusx99vF8l2hd,5,8,0,0,,,,,1,,,,0,,,,,,0,,,,,,,
Assassin's Creed,Origins,Main theme,,,,https://audio.jukehost.co.uk/1nNoHX9NvBNI8nAqmBqnO5GdUcx5eE5b,5,8,0,0,,,,,1,,,,0,,,,,,0,,,,,,,
Assassin's Creed,Valhalla,When horns resound,,,,https://audio.jukehost.co.uk/0brLUu1VBZdgLjkfQeqbhEsoP7cIQcaw,6,8,0,0,,,,,1,,,,0,,,0,0,,,,,,,,,
Baba Is You,Baba Is You,Baba Is You Theme,,,,https://lambda.vgmtreasurechest.com/soundtracks/baba-is-you/xxvkooee/02.%20Baba%20Is%20You.mp3,9,8,0,0,,,,1,1,0,,,0,0,,0,0,,,,,,,,,
Baldur's gate,Baldur's gate 3,Raphael's Final Act,,,,https://audio.jukehost.co.uk/z4TEF4OIgPhBlCYXnVxKEI62qa9ePaI1,12,8,0,0,0,,,0,0,1,1,0,0,0,,1,0,,,,,,,,,
Bayonetta,Bayonetta,Let's dance boys ! ,,,,https://audio.jukehost.co.uk/z0Cc5LQQ66KwarIPGyavJ2EO9hIdAGxN,8,8,0,0,,,,,1,0,,,0,,,0,1,,,,,,0,,,
Borderlands,Borderlands 2,The Heavy-Short Change Hero,,,,,6,8,0,0,,,,,0,1,,,0,,,,,,0,,,,,,,
Brawlhalla,Brawlhalla,Blackguard Keep,,,,,4,8,1,0,,,,,0,,,,,,,0,,,,,,,,,,
Broforce,Broforce,This Ends Now,,,,https://audio.jukehost.co.uk/8yVgjTsl67fWKaenNUjGtX2elX7Xo2yM,13,8,0,0,0,,,1,0,0,,0,0,1,,0,0,,,,,0,,,0,
Burnout Paradise,Burnout Paradise,Paradise City,,,,https://audio.jukehost.co.uk/lu2FQ74bew5ngu5c8WGpB2myhXuP93ww,11,8,1,0,0,,,1,0,0,,0,0,0,,0,0,,,,,,,,,
Castle Crashers,Castle Crashers,Flutey,,,,,5,8,1,0,,,,,0,0,,,,,,,,,,,,,0,,,
Castle Crashers,Castle Crashers,Four Brave Champions,,,,https://audio.jukehost.co.uk/0rPmuHSNswHDTbCJmSZfZRMfq25h2XYk,12,8,1,0,0,0,,1,0,0,,0,0,0,,0,0,,,,,,,,,
Castle Crashers,Castle Crashers,Race Around The World,,,,,10,8,1,0,,0,,1,0,0,,,0,0,,0,0,,,,,,,,,
Castle Crashers,Castle Crashers,Space Pirates,,,,,12,8,1,0,0,0,,1,0,0,,0,0,0,,0,0,,,,,,,,,
Castlevania,Circle of the Moon,Awake,,,,https://audio.jukehost.co.uk/kasQg7snNjkeptR7cJNhBegGbCABrnJY,6,8,0,0,0,,,,1,0,,,,,,,,,0,,,,,,,
Castlevania,Dawn of Sorrow,Amber Scenery,,,,https://audio.jukehost.co.uk/iauCRfgY255ffYLTPm7VdsfJRsqnE98s,5,8,0,0,0,,,,1,,,,,,,,,,0,,,,,,,
Castlevania,Dawn of Sorrow,The beginning,,,,https://audio.jukehost.co.uk/JMVmmNab7KcTfLdubDkzK7pbu5EJWJ9n,5,8,0,0,0,,,,1,,,,,,,,,,0,,,,,,,
Castlevania,Harmony of Despair,Aquarius,,,,https://audio.jukehost.co.uk/T4Zh51L9FCVxYBrWxXxwt9kl6YKCUOxv,5,8,0,0,0,,,,1,,,,,,,,,,0,,,,,,,
Castlevania,Harmony of Despair,Divine Bloodlines,,,,https://audio.jukehost.co.uk/IepLfUbdCsgQaudS9pGegtZJa9H3I9Ed,8,8,0,0,0,,,,1,,,,,,,,1,,0,0,,,,,0,
Castlevania,Harmony of Despair,Ruined Castle Corridor,,,,https://audio.jukehost.co.uk/k1nVc2CHoTyUiTi9DpNDxPOqZ09kRyXq,5,8,0,0,0,,,,1,,,,,,,,,,0,,,,,,,
Castlevania,Harmony of Despair,Vampire Killer,,,,https://audio.jukehost.co.uk/KvuuqG8GNjs5XRsIMZjpZ8NF0yXEoOGa,5,8,0,0,0,,,,1,,,,,,,,,,0,,,,,,,
Castlevania,Symphony of the Night,Dance of Illusions,,,,https://audio.jukehost.co.uk/lHWEp2f21kpxywMvepOK6kkpPoitjJ2f,5,8,0,0,0,,,,1,,,,,,,,,,0,,,,,,,
Castlevania,Symphony of the Night,Dance of pales,Waltz of the Pearls,,,https://audio.jukehost.co.uk/HhjG9Kr3uqIgn95rM3mJEO3oWgMhmM44,5,8,0,0,0,,,,1,,,,,,,,,,0,,,,,,,
Castlevania,Symphony of the Night,Final Toccata,,,,https://audio.jukehost.co.uk/GrV0dnFAFqcGaAbxtgQD19j4EG3ePcca,5,8,0,0,0,,,,1,,,,,,,,,,0,,,,,,,
Castlevania,Symphony of the Night,Lost Painting,,,,https://audio.jukehost.co.uk/XYel9IJchCFeqAz1Qz1MvdxV5vpGTpoA,12,8,0,0,0,,,0,1,1,1,0,0,0,,,0,,,,,,,,0,
Celeste,Celeste,Quiet and falling,,,,https://audio.jukehost.co.uk/9W2ZZhTePBbkTdvlG4FkmZHcVl7k4eGE,8,8,0,0,0,,,,1,1,,,0,,,,,,0,,,,,,0,
